state,date,cases,deaths,incidence
CO,2020-04-14 00:00:00,7950,327,140.290495
CT,2020-04-14 00:00:00,13989,671,392.3667295
DE,2020-04-14 00:00:00,1926,43,197.7891974
DC,2020-04-14 00:00:00,2058,67,291.60508910000004
FL,2020-04-14 00:00:00,21628,571,101.8622019
GA,2020-04-14 00:00:00,14578,525,143.77586509999998
HI,2020-04-14 00:00:00,511,9,36.09302536
ID,2020-04-14 00:00:00,1464,33,90.90361547
IL,2020-04-14 00:00:00,23248,868,198.0972
IN,2020-04-14 00:00:00,8527,387,130.3026867
IA,2020-04-14 00:00:00,1899,49,72.46119663
KS,2020-04-14 00:00:00,1441,69,59.09399595
KY,2020-04-14 00:00:00,2048,106,59.82526233
LA,2020-04-14 00:00:00,21518,1013,468.06079960000005
ME,2020-04-14 00:00:00,735,20,62.60615363
MD,2020-04-14 00:00:00,9472,302,159.371801
MA,2020-04-14 00:00:00,28164,844,410.3283151
MI,2020-04-14 00:00:00,27001,1768,338.89948849999996
MN,2020-04-14 00:00:00,1695,79,34.26702728
MS,2020-04-14 00:00:00,3087,111,106.62453729999999
MO,2020-04-14 00:00:00,4746,149,80.99728029
MT,2020-04-14 00:00:00,399,7,46.07459465
NE,2020-04-14 00:00:00,897,20,58.80918289
NV,2020-04-14 00:00:00,3134,126,103.8884581
NH,2020-04-14 00:00:00,922,25,69.41997428
NJ,2020-04-14 00:00:00,68824,2805,774.8539493
NM,2020-04-14 00:00:00,1345,31,80.65807393
NY,2020-04-14 00:00:00,203020,10842,1204.0786369999998
NC,2020-04-14 00:00:00,5113,112,51.55338215
ND,2020-04-14 00:00:00,341,8,56.23184008
OH,2020-04-14 00:00:00,7285,324,65.19680755
OK,2020-04-14 00:00:00,2184,108,59.71073104
OR,2020-04-14 00:00:00,1633,55,40.75292845
PA,2020-04-14 00:00:00,25465,691,202.3039211
PR,2020-04-14 00:00:00,923,45,31.46510816
RI,2020-04-14 00:00:00,3251,80,306.88311160000006
SC,2020-04-14 00:00:00,3553,97,70.49638143
SD,2020-04-14 00:00:00,988,6,134.25883149999999
TN,2020-04-14 00:00:00,5827,124,88.75952809
TX,2020-04-14 00:00:00,15006,342,65.28730307
UT,2020-04-14 00:00:00,2417,18,84.33703829999999
VT,2020-04-14 00:00:00,752,29,123.15936529999999
VA,2020-04-14 00:00:00,6182,154,78.18161354
WA,2020-04-14 00:00:00,10799,530,143.04442350000002
WV,2020-04-14 00:00:00,640,9,48.37497865
WI,2020-04-14 00:00:00,3555,170,68.70134742
WY,2020-04-14 00:00:00,282,1,56.71305607
AL,2020-07-26 00:00:00,79294,1473,1617.1937220398574
AK,2020-07-26 00:00:00,2525,20,345.1599013047728
AZ,2020-07-26 00:00:00,162014,3305,2225.8593100954467
AR,2020-07-26 00:00:00,38623,401,1279.8379218796185
CA,2020-07-26 00:00:00,452288,8448,1144.6786985384244
CO,2020-07-26 00:00:00,44318,1794,769.5786019709882
CT,2020-07-26 00:00:00,48776,4413,1368.0806061335315
DE,2020-07-26 00:00:00,14290,579,1467.5013658340213
DC,2020-07-26 00:00:00,11780,581,1669.1486633349814
FL,2020-07-26 00:00:00,423855,5854,1973.46210171025
GA,2020-07-26 00:00:00,167953,3498,1581.8621901001777
HI,2020-07-26 00:00:00,1683,26,118.86667721375944
ID,2020-07-26 00:00:00,18178,146,1017.1985909857783
IL,2020-07-26 00:00:00,172663,7590,1362.5744871238314
IN,2020-07-26 00:00:00,62372,2903,926.470157907816
IA,2020-07-26 00:00:00,42357,829,1342.5058715020587
KS,2020-07-26 00:00:00,25290,331,868.0835639412711
KY,2020-07-26 00:00:00,27082,700,606.1768620935327
LA,2020-07-26 00:00:00,107574,3763,2314.019506994717
ME,2020-07-26 00:00:00,3814,119,283.7350060853496
MD,2020-07-26 00:00:00,83748,3440,1385.253602572415
MA,2020-07-26 00:00:00,115637,8529,1677.7214315322024
MI,2020-07-26 00:00:00,86661,6400,867.7504844617281
MN,2020-07-26 00:00:00,51153,1614,907.0272670273523
MS,2020-07-26 00:00:00,52154,1493,1752.3988214299757
MO,2020-07-26 00:00:00,42160,1209,686.9327021025746
MT,2020-07-26 00:00:00,3341,46,312.59999738018564
NE,2020-07-26 00:00:00,24618,316,1272.6374167187066
NV,2020-07-26 00:00:00,42843,734,1390.9360434990954
NH,2020-07-26 00:00:00,6436,409,473.3358779917203
NJ,2020-07-26 00:00:00,179363,15787,2019.355586854143
NM,2020-07-26 00:00:00,19042,614,908.1331858725723
NY,2020-07-26 00:00:00,411736,32630,2116.5071011934524
NC,2020-07-26 00:00:00,112937,1817,1076.8125045527859
ND,2020-07-26 00:00:00,5876,99,771.0658712808145
OH,2020-07-26 00:00:00,84073,3307,719.2427132970032
OK,2020-07-26 00:00:00,31285,496,790.6300046171681
OR,2020-07-26 00:00:00,16758,289,397.32207105374283
PA,2020-07-26 00:00:00,111745,7127,872.8721763469722
PR,2020-07-26 00:00:00,15143,201,516.2254960782816
RI,2020-07-26 00:00:00,18224,1002,1720.2823211350994
SC,2020-07-26 00:00:00,81199,1491,1577.0734206638786
SD,2020-07-26 00:00:00,8395,123,948.9532124807413
TN,2020-07-26 00:00:00,93936,967,1375.5104204403049
TX,2020-07-26 00:00:00,394084,5076,1359.1033843738012
UT,2020-07-26 00:00:00,37973,274,1184.450950386749
VT,2020-07-26 00:00:00,1400,56,224.36292947471833
VA,2020-07-26 00:00:00,84567,2078,990.7657636284332
WA,2020-07-26 00:00:00,52635,1501,691.2112881953824
WV,2020-07-26 00:00:00,5889,103,328.60027665141314
WI,2020-07-26 00:00:00,48827,892,838.6011760717253
WY,2020-07-26 00:00:00,2475,25,427.6391382250643
AL,2020-07-27 00:00:00,81115,1491,1654.3328469148114
AK,2020-07-27 00:00:00,2623,21,358.55620638511635
AZ,2020-07-27 00:00:00,163827,3304,2250.7675459837224
AR,2020-07-27 00:00:00,39447,408,1307.14254471132
CA,2020-07-27 00:00:00,458121,8494,1159.4412189868438
CO,2020-07-27 00:00:00,44547,1799,773.5551690509861
CT,2020-07-27 00:00:00,48983,4418,1373.8865903362055
DE,2020-07-27 00:00:00,14406,579,1479.4139031633952
DC,2020-07-27 00:00:00,11858,582,1669.1486633349814
FL,2020-07-27 00:00:00,432747,5931,2014.863111509373
GA,2020-07-27 00:00:00,170843,3509,1609.0816010627059
HI,2020-07-27 00:00:00,1711,26,120.84425710798716
ID,2020-07-27 00:00:00,18692,152,1045.9608352242365
IL,2020-07-27 00:00:00,173894,7608,1372.2889551549065
IN,2020-07-27 00:00:00,62907,2906,934.4170176282145
IA,2020-07-27 00:00:00,42696,836,1353.2504825566468
KS,2020-07-27 00:00:00,25804,333,885.7267016188437
KY,2020-07-27 00:00:00,27586,709,617.4579025815004
LA,2020-07-27 00:00:00,109917,3786,2364.4196752964317
ME,2020-07-27 00:00:00,3832,119,285.07408057657574
MD,2020-07-27 00:00:00,84876,3447,1403.9115533736483
MA,2020-07-27 00:00:00,115926,8536,1681.9143930731695
MI,2020-07-27 00:00:00,87173,6405,872.8772225335757
MN,2020-07-27 00:00:00,51803,1616,918.5528417457027
MS,2020-07-27 00:00:00,52781,1498,1773.4663150265662
MO,2020-07-27 00:00:00,43489,1221,708.5867239501628
MT,2020-07-27 00:00:00,3380,47,316.24902458695817
NE,2020-07-27 00:00:00,24899,317,1287.1638247980775
NV,2020-07-27 00:00:00,43831,739,1423.0123409333814
NH,2020-07-27 00:00:00,6441,409,473.7036031921489
NJ,2020-07-27 00:00:00,179812,15804,2024.4106464734489
NM,2020-07-27 00:00:00,19502,619,930.0710739883892
NY,2020-07-27 00:00:00,412344,32645,2119.6324929919
NC,2020-07-27 00:00:00,114916,1838,1095.6815372569479
ND,2020-07-27 00:00:00,5986,99,785.5003923565274
OH,2020-07-27 00:00:00,85177,3344,728.6874096380388
OK,2020-07-27 00:00:00,32685,496,826.0106025543275
OR,2020-07-27 00:00:00,17088,289,405.14617198749
PA,2020-07-27 00:00:00,112995,7131,882.6362840961667
PR,2020-07-27 00:00:00,15431,201,526.0434279854694
RI,2020-07-27 00:00:00,18515,1004,1747.7517107010735
SC,2020-07-27 00:00:00,82417,1506,1600.7298133087213
SD,2020-07-27 00:00:00,8444,123,954.4920698257747
TN,2020-07-27 00:00:00,96489,978,1412.8941508885264
TX,2020-07-27 00:00:00,400336,5713,1380.665067565976
UT,2020-07-27 00:00:00,38409,281,1198.0506294842294
VT,2020-07-27 00:00:00,1402,56,224.68344794539647
VA,2020-07-27 00:00:00,86072,2082,1008.3979661927997
WA,2020-07-27 00:00:00,53321,1518,700.2199505626671
WV,2020-07-27 00:00:00,5999,104,334.7381660098195
WI,2020-07-27 00:00:00,49417,893,848.7343952718056
WY,2020-07-27 00:00:00,2520,25,435.4143952837019
AL,2020-05-17 00:00:00,11771,488,240.0684453064692
AK,2020-05-17 00:00:00,388,10,53.03843235891162
AZ,2020-05-17 00:00:00,13945,680,191.5859621963596
AR,2020-05-17 00:00:00,4759,98,157.69745152435345
CA,2020-05-17 00:00:00,80166,3240,202.88911610971618
CO,2020-05-17 00:00:00,21938,1215,380.95165327946967
CT,2020-05-17 00:00:00,37419,3408,1049.5368255066142
DE,2020-05-17 00:00:00,7670,290,787.6651837611577
DC,2020-05-17 00:00:00,7123,383,1009.2823369214833
FL,2020-05-17 00:00:00,45588,1973,212.25699895664056
GA,2020-05-17 00:00:00,37579,1610,353.93710884458505
HI,2020-05-17 00:00:00,640,17,45.201826153776615
ID,2020-05-17 00:00:00,2419,73,135.3616124763229
IL,2020-05-17 00:00:00,94191,4177,743.3106891266851
IN,2020-05-17 00:00:00,27778,1751,412.6128398378009
IA,2020-05-17 00:00:00,14651,351,464.3637066689487
KS,2020-05-17 00:00:00,7953,195,272.9880816142716
KY,2020-05-17 00:00:00,7688,334,172.08063347518944
LA,2020-05-17 00:00:00,34432,2491,740.6652133865256
ME,2020-05-17 00:00:00,1687,70,125.50103703880043
MD,2020-05-17 00:00:00,38804,1992,641.8467401516455
MA,2020-05-17 00:00:00,86010,5797,1247.8775852545875
MI,2020-05-17 00:00:00,51142,4891,512.0930438875814
MN,2020-05-17 00:00:00,15668,731,277.81954567248357
MS,2020-05-17 00:00:00,11296,521,379.550889421195
MO,2020-05-17 00:00:00,11108,600,180.9878665786385
MT,2020-05-17 00:00:00,468,16,43.788326481271135
NE,2020-05-17 00:00:00,10177,123,526.104110404837
NV,2020-05-17 00:00:00,6949,350,225.60545634701617
NH,2020-05-17 00:00:00,3596,172,264.46796414826383
NJ,2020-05-17 00:00:00,146504,10363,1649.4130389014422
NM,2020-05-17 00:00:00,5938,265,283.18952093852187
NY,2020-05-17 00:00:00,350121,28232,1799.7784570136025
NC,2020-05-17 00:00:00,18673,686,178.0401453687823
ND,2020-05-17 00:00:00,1900,43,249.32354585322452
OH,2020-05-17 00:00:00,27923,1625,238.88066660393017
OK,2020-05-17 00:00:00,5310,288,134.19355360451215
OR,2020-05-17 00:00:00,3623,137,85.89914449383639
PA,2020-05-17 00:00:00,65700,4495,513.2015032976516
PR,2020-05-17 00:00:00,2646,123,90.20224939728807
RI,2020-05-17 00:00:00,12674,499,1196.3815922995088
SC,2020-05-17 00:00:00,8816,385,171.2272229531491
SD,2020-05-17 00:00:00,3987,44,450.6821272377266
TN,2020-05-17 00:00:00,17359,298,254.1888667648533
TX,2020-05-17 00:00:00,48396,1343,166.90646509412838
UT,2020-05-17 00:00:00,7238,80,225.7671497879885
VT,2020-05-17 00:00:00,940,54,150.64368121873943
VA,2020-05-17 00:00:00,30388,1010,356.01818706044713
WA,2020-05-17 00:00:00,18433,1001,242.06512159790032
WV,2020-05-17 00:00:00,1492,67,83.25209929765806
WI,2020-05-17 00:00:00,12543,453,215.42537021458725
WY,2020-05-17 00:00:00,754,8,130.27875160472666
AL,2020-05-16 00:00:00,11674,485,238.0901393685941
AK,2020-05-16 00:00:00,388,10,53.03843235891162
AZ,2020-05-16 00:00:00,13666,679,187.7528690839333
AR,2020-05-16 00:00:00,4578,98,151.69971277127345
CA,2020-05-16 00:00:00,78725,3208,199.24214337421608
CO,2020-05-16 00:00:00,21633,1192,375.6553521467211
CT,2020-05-16 00:00:00,36703,3339,1029.454290776591
DE,2020-05-16 00:00:00,7547,286,775.033786420529
DC,2020-05-16 00:00:00,7042,375,997.8051686931191
FL,2020-05-16 00:00:00,44811,1964,208.6392993824256
GA,2020-05-16 00:00:00,37212,1598,350.48052620678294
HI,2020-05-16 00:00:00,639,17,45.13119830041133
ID,2020-05-16 00:00:00,2419,73,135.3616124763229
IL,2020-05-16 00:00:00,92457,4129,729.6267837116702
IN,2020-05-16 00:00:00,27280,1741,405.2155760232993
IA,2020-05-16 00:00:00,14328,346,454.1262159001226
KS,2020-05-16 00:00:00,7939,195,272.50752922616647
KY,2020-05-16 00:00:00,7688,334,172.08063347518944
LA,2020-05-16 00:00:00,34117,2479,733.8892624624796
ME,2020-05-16 00:00:00,1648,70,122.59970897447724
MD,2020-05-16 00:00:00,37968,1957,628.0186844159798
MA,2020-05-16 00:00:00,84933,5705,1232.2519119687
MI,2020-05-16 00:00:00,50538,4881,506.04509506844846
MN,2020-05-16 00:00:00,14969,709,265.4251199369037
MS,2020-05-16 00:00:00,11123,510,373.7380084128852
MO,2020-05-16 00:00:00,10959,594,178.5601395242437
MT,2020-05-16 00:00:00,468,16,43.788326481271135
NE,2020-05-16 00:00:00,10220,123,528.3270127087977
NV,2020-05-16 00:00:00,6813,347,221.19009556658818
NH,2020-05-16 00:00:00,3556,171,261.5261625448349
NJ,2020-05-16 00:00:00,145089,10261,1633.4822830855906
NM,2020-05-16 00:00:00,5847,259,278.8496343764799
NY,2020-05-16 00:00:00,348232,28049,1790.0681525608602
NC,2020-05-16 00:00:00,18130,676,172.86284129684697
ND,2020-05-16 00:00:00,1848,42,242.4999540719784
OH,2020-05-16 00:00:00,27474,1610,235.03948122609955
OK,2020-05-16 00:00:00,5237,288,132.34870814064595
OR,2020-05-16 00:00:00,3612,137,85.63834112937816
PA,2020-05-16 00:00:00,65185,4480,509.17869090498357
PR,2020-05-16 00:00:00,2589,122,88.25911704065716
RI,2020-05-16 00:00:00,12434,489,1173.726425647159
SC,2020-05-16 00:00:00,8661,380,168.21676247699912
SD,2020-05-16 00:00:00,3959,44,447.51706589770754
TN,2020-05-16 00:00:00,17263,295,252.78313306997302
TX,2020-05-16 00:00:00,47452,1318,163.65083026792666
UT,2020-05-16 00:00:00,7068,78,220.46452261695256
VT,2020-05-16 00:00:00,934,53,149.6821258067049
VA,2020-05-16 00:00:00,29683,1003,347.75858386584343
WA,2020-05-16 00:00:00,18288,999,240.1609582695384
WV,2020-05-16 00:00:00,1470,64,82.02452142597676
WI,2020-05-16 00:00:00,12187,453,209.31108879894558
WY,2020-05-16 00:00:00,741,7,128.03256623223135
AL,2020-06-24 00:00:00,32064,891,653.9422844538805
AK,2020-06-24 00:00:00,789,12,107.853925595828
AZ,2020-06-24 00:00:00,60190,1467,826.9314495947568
AR,2020-06-24 00:00:00,17375,240,575.7497836174914
CA,2020-06-24 00:00:00,195925,5725,495.85921804500845
CO,2020-06-24 00:00:00,31139,1667,540.7262982710096
CT,2020-06-24 00:00:00,45913,4287,1287.778515446302
DE,2020-06-24 00:00:00,10889,505,1118.2380946512708
DC,2020-06-24 00:00:00,10128,541,1435.0711088503135
FL,2020-06-24 00:00:00,109014,3281,507.56744064796027
GA,2020-06-24 00:00:00,69381,2698,653.4636512080191
HI,2020-06-24 00:00:00,835,17,58.97425756000543
ID,2020-06-24 00:00:00,4402,89,246.3256792562106
IL,2020-06-24 00:00:00,138540,6770,1093.2919585906398
IN,2020-06-24 00:00:00,43140,2578,640.7991183887511
IA,2020-06-24 00:00:00,26601,690,838.9354277401135
KS,2020-06-24 00:00:00,12930,260,443.8244555856321
KY,2020-06-24 00:00:00,14363,538,321.4872708902375
LA,2020-06-24 00:00:00,52477,3152,1128.8304020354526
ME,2020-06-24 00:00:00,3017,103,224.44376333495015
MD,2020-06-24 00:00:00,65337,3108,1080.7221023937757
MA,2020-06-24 00:00:00,107611,7937,1561.2760705363494
MI,2020-06-24 00:00:00,68555,6114,686.4522041318905
MN,2020-06-24 00:00:00,33763,1432,598.6738141779464
MS,2020-06-24 00:00:00,23424,1011,787.0573684314866
MO,2020-06-24 00:00:00,19123,985,311.5800299408808
MT,2020-06-24 00:00:00,766,21,71.6706369330207
NE,2020-06-24 00:00:00,18221,257,941.9419274527401
NV,2020-06-24 00:00:00,13528,489,439.19853410022085
NH,2020-06-24 00:00:00,5598,347,411.7051343998835
NJ,2020-06-24 00:00:00,169892,13076,1912.7264784923534
NM,2020-06-24 00:00:00,10990,480,524.1247617235358
NY,2020-06-24 00:00:00,389666,31257,2003.0574350886193
NC,2020-06-24 00:00:00,56527,1325,538.9640281294467
ND,2020-06-24 00:00:00,3362,78,441.1714532413373
OH,2020-06-24 00:00:00,46759,2755,400.0222429442814
OK,2020-06-24 00:00:00,11510,372,290.87905875479
OR,2020-06-24 00:00:00,7444,195,176.4927495479211
PA,2020-06-24 00:00:00,87685,6518,684.9326303904808
PR,2020-06-24 00:00:00,6820,149,232.4940819688226
RI,2020-06-24 00:00:00,16606,912,1567.5487392871744
SC,2020-06-24 00:00:00,27897,683,541.8246187300363
SD,2020-06-24 00:00:00,6419,84,725.5903121993898
TN,2020-06-24 00:00:00,37235,556,545.2343138423474
TX,2020-06-24 00:00:00,128132,2270,441.89724740558836
UT,2020-06-24 00:00:00,18784,163,585.9091104749344
VT,2020-06-24 00:00:00,1184,56,189.7469346414761
VA,2020-06-24 00:00:00,59514,1661,697.2510986150929
WA,2020-06-24 00:00:00,29869,1293,392.24451348167327
WV,2020-06-24 00:00:00,2631,92,146.80715365424822
WI,2020-06-24 00:00:00,25763,757,442.4781800875716
WY,2020-06-24 00:00:00,1282,20,221.50843442607373
AL,2020-06-25 00:00:00,33206,896,677.2332677637087
AK,2020-06-25 00:00:00,813,12,111.13465337060605
AZ,2020-06-25 00:00:00,63281,1495,869.3977249012428
AR,2020-06-25 00:00:00,18062,240,598.5146815366405
CA,2020-06-25 00:00:00,201112,5806,508.9868013753617
CO,2020-06-25 00:00:00,31463,1669,546.3525329169456
CT,2020-06-25 00:00:00,45994,4298,1290.050422308218
DE,2020-06-25 00:00:00,10980,507,1127.5832747975896
DC,2020-06-25 00:00:00,10159,543,1439.463605332774
FL,2020-06-25 00:00:00,114018,3327,530.8659846239852
GA,2020-06-25 00:00:00,71095,2745,669.6069281594978
HI,2020-06-25 00:00:00,851,17,60.10430321384984
ID,2020-06-25 00:00:00,4865,90,272.2340821402691
IL,2020-06-25 00:00:00,139434,6810,1100.3469824897306
IN,2020-06-25 00:00:00,43655,2586,648.4488992410971
IA,2020-06-25 00:00:00,27373,696,867.5877238856824
KS,2020-06-25 00:00:00,13107,262,449.9000107781035
KY,2020-06-25 00:00:00,14617,546,327.17255716790373
LA,2020-06-25 00:00:00,53415,3164,1149.00767812039
ME,2020-06-25 00:00:00,3070,103,228.3865937813381
MD,2020-06-25 00:00:00,65777,3129,1088.0000264651783
MA,2020-06-25 00:00:00,107837,7962,1564.5549954784203
MI,2020-06-25 00:00:00,68989,6133,690.7979157006054
MN,2020-06-25 00:00:00,34123,1441,605.0572094065712
MS,2020-06-25 00:00:00,24516,1016,823.7490797671758
MO,2020-06-25 00:00:00,19637,987,319.9548736050345
MT,2020-06-25 00:00:00,803,21,75.13253453944598
NE,2020-06-25 00:00:00,18346,260,948.4038527549513
NV,2020-06-25 00:00:00,14859,495,482.4106311498509
NH,2020-06-25 00:00:00,5638,357,414.64693600331253
NJ,2020-06-25 00:00:00,170196,14872,1916.14905783371
NM,2020-06-25 00:00:00,11192,485,533.7583560700467
NY,2020-06-25 00:00:00,390415,31301,2006.9076299192732
NC,2020-06-25 00:00:00,57472,1336,547.9742534480082
ND,2020-06-25 00:00:00,3393,78,445.23936372631096
OH,2020-06-25 00:00:00,47651,2772,407.653283828524
OK,2020-06-25 00:00:00,11948,375,301.94813153798697
OR,2020-06-25 00:00:00,7568,197,179.43271474726848
PA,2020-06-25 00:00:00,88141,6557,688.4945768973868
PR,2020-06-25 00:00:00,6877,151,234.43721432545357
RI,2020-06-25 00:00:00,16640,920,1570.7582212295904
SC,2020-06-25 00:00:00,29022,693,563.6747350891892
SD,2020-06-25 00:00:00,6479,87,732.3725864994309
TN,2020-06-25 00:00:00,38034,567,556.9341182403612
TX,2020-06-25 00:00:00,134558,2317,464.05901583055885
UT,2020-06-25 00:00:00,19374,164,604.3123459508827
VT,2020-06-25 00:00:00,1191,56,190.86874928884964
VA,2020-06-25 00:00:00,59946,1675,702.312302274765
WA,2020-06-25 00:00:00,30367,1300,398.7843296025302
WV,2020-06-25 00:00:00,2694,92,150.32249028679007
WI,2020-06-25 00:00:00,26227,766,450.4473558652618
WY,2020-06-25 00:00:00,1326,20,229.11090799451932
AL,2020-09-01 00:00:00,127616,2200,2602.716397606862
AK,2020-09-01 00:00:00,5297,39,724.0839592916362
AZ,2020-09-01 00:00:00,202342,5044,2779.9129984034275
AR,2020-09-01 00:00:00,61497,814,2037.8062988848847
CA,2020-09-01 00:00:00,715617,13150,1811.1281665929046
CO,2020-09-01 00:00:00,57755,1946,1002.9110554816195
CT,2020-09-01 00:00:00,53006,4466,1486.7246311447016
DE,2020-09-01 00:00:00,17535,605,1800.7443281945111
DC,2020-09-01 00:00:00,14049,607,1990.6510671641047
FL,2020-09-01 00:00:00,631040,11374,2938.1121484074406
GA,2020-09-01 00:00:00,272697,5733,2568.391595587743
HI,2020-09-01 00:00:00,8653,74,611.1428151697329
ID,2020-09-01 00:00:00,32353,367,1810.3986144880007
IL,2020-09-01 00:00:00,238216,8273,1879.887665711187
IN,2020-09-01 00:00:00,94891,3312,1409.505543417408
IA,2020-09-01 00:00:00,65847,1125,2087.0218410368075
KS,2020-09-01 00:00:00,42962,456,1474.6779784122134
KY,2020-09-01 00:00:00,49185,948,1100.9086833347023
LA,2020-09-01 00:00:00,148882,4984,3202.594049123278
ME,2020-09-01 00:00:00,4549,132,338.41388114374814
MD,2020-09-01 00:00:00,108863,3761,1800.6742004207965
MA,2020-09-01 00:00:00,128888,9064,1869.9737961666465
MI,2020-09-01 00:00:00,113820,6767,1139.6979049564845
MN,2020-09-01 00:00:00,76355,1871,1353.900396337917
MS,2020-09-01 00:00:00,83584,2493,2808.4615387200042
MO,2020-09-01 00:00:00,86738,1562,1413.263015061032
MT,2020-09-01 00:00:00,7509,105,702.5780845039849
NE,2020-09-01 00:00:00,34574,399,1787.316843189234
NV,2020-09-01 00:00:00,69633,1313,2260.6971854672297
NH,2020-09-01 00:00:00,7297,432,536.6581575055287
NJ,2020-09-01 00:00:00,192290,15950,2164.894018254507
NM,2020-09-01 00:00:00,25460,787,1214.2144161493381
NY,2020-09-01 00:00:00,435510,32966,2238.7160890491973
NC,2020-09-01 00:00:00,169424,2741,1615.3951474835633
ND,2020-09-01 00:00:00,12000,145,1574.6750264414181
OH,2020-09-01 00:00:00,124606,4166,1066.0016596658425
OK,2020-09-01 00:00:00,59398,808,1501.0976830510003
OR,2020-09-01 00:00:00,26946,464,638.8734053356101
PA,2020-09-01 00:00:00,139548,7678,1090.0493665476513
PR,2020-09-01 00:00:00,33421,435,1139.323271771264
RI,2020-09-01 00:00:00,22002,1050,2076.9124028541733
SC,2020-09-01 00:00:00,119846,2757,2327.6880401591543
SD,2020-09-01 00:00:00,13749,167,1554.1581558544024
TN,2020-09-01 00:00:00,156329,1781,2289.134820697203
TX,2020-09-01 00:00:00,637721,12919,2199.3503146188245
UT,2020-09-01 00:00:00,52403,409,1634.5504214340924
VT,2020-09-01 00:00:00,1635,58,262.0238497794032
VA,2020-09-01 00:00:00,121593,2612,1424.5530939594885
WA,2020-09-01 00:00:00,74939,1931,984.1110045801038
WV,2020-09-01 00:00:00,10513,224,586.6148256811523
WI,2020-09-01 00:00:00,76584,1130,1315.3262020660088
WY,2020-09-01 00:00:00,3874,37,669.3632410035957
AL,2020-07-18 00:00:00,65234,1286,1330.441335580852
AK,2020-07-18 00:00:00,1796,18,245.5077951458899
AZ,2020-07-18 00:00:00,141265,2730,1940.795335221853
AR,2020-07-18 00:00:00,32533,357,1078.0355516793006
CA,2020-07-18 00:00:00,380745,7702,963.6132090062358
CO,2020-07-18 00:00:00,39770,1752,690.6029378669208
CT,2020-07-18 00:00:00,47893,4396,1343.3140165153607
DE,2020-07-18 00:00:00,13429,523,1379.0815844496203
DC,2020-07-18 00:00:00,11194,578,1586.1163104729872
FL,2020-07-18 00:00:00,337569,4895,1571.7158655960818
GA,2020-07-18 00:00:00,139880,3169,1317.4571645115766
HI,2020-07-18 00:00:00,1354,24,95.63011345658363
ID,2020-07-18 00:00:00,14303,119,800.3626057250294
IL,2020-07-18 00:00:00,161785,7483,1276.7304714926133
IN,2020-07-18 00:00:00,55654,2820,826.6813661290579
IA,2020-07-18 00:00:00,38313,789,1214.3312192756418
KS,2020-07-18 00:00:00,21693,308,744.6159253688411
KY,2020-07-18 00:00:00,22184,667,496.54484560530733
LA,2020-07-18 00:00:00,88590,3509,1905.6555313055387
ME,2020-07-18 00:00:00,3645,117,271.1625844732825
MD,2020-07-18 00:00:00,77206,3368,1277.0441042198727
MA,2020-07-18 00:00:00,113238,8419,1642.915498186943
MI,2020-07-18 00:00:00,81338,6364,814.4504322030444
MN,2020-07-18 00:00:00,45470,1578,806.2582806821437
MS,2020-07-18 00:00:00,41846,1346,1406.045194645833
MO,2020-07-18 00:00:00,32704,1136,532.861648234407
MT,2020-07-18 00:00:00,2471,37,231.19862122910462
NE,2020-07-18 00:00:00,22481,301,1162.164341752102
NV,2020-07-18 00:00:00,34477,646,1119.3264237265905
NH,2020-07-18 00:00:00,6188,396,455.09670805046073
NJ,2020-07-18 00:00:00,176814,15699,1990.6577094162587
NM,2020-07-18 00:00:00,16736,569,798.1575989267602
NY,2020-07-18 00:00:00,406305,32478,2088.5893333359377
NC,2020-07-18 00:00:00,98092,1648,935.2709226966526
ND,2020-07-18 00:00:00,4907,90,643.9108628956699
OH,2020-07-18 00:00:00,73821,3132,631.5370729996323
OK,2020-07-18 00:00:00,25057,451,633.236887508147
OR,2020-07-18 00:00:00,14149,257,335.4642548836023
PA,2020-07-18 00:00:00,104780,7015,818.4665679684617
PR,2020-07-18 00:00:00,11453,178,390.43324351743775
RI,2020-07-18 00:00:00,17793,990,1679.5974176885877
SC,2020-07-18 00:00:00,67612,1135,1313.182282022268
SD,2020-07-18 00:00:00,7862,116,888.7040091153766
TN,2020-07-18 00:00:00,76336,838,1117.7925763789297
TX,2020-07-18 00:00:00,327106,3939,1128.1119549359441
UT,2020-07-18 00:00:00,33332,243,1039.689228617468
VT,2020-07-18 00:00:00,1338,56,214.42685688369502
VA,2020-07-18 00:00:00,76373,2025,894.7669145836358
WA,2020-07-18 00:00:00,46026,1444,604.420836904734
WV,2020-07-18 00:00:00,4894,100,273.0802774549186
WI,2020-07-18 00:00:00,41485,843,712.502709348015
WY,2020-07-18 00:00:00,2108,24,364.2275973246204
AL,2020-07-19 00:00:00,67011,1287,1366.6830845664606
AK,2020-07-19 00:00:00,1875,18,256.30685740453424
AZ,2020-07-19 00:00:00,143624,2761,1973.2048931150919
AR,2020-07-19 00:00:00,33228,357,1101.065543024
CA,2020-07-19 00:00:00,386906,7715,979.2058523257474
CO,2020-07-19 00:00:00,40124,1752,696.7501201652585
CT,2020-07-19 00:00:00,47893,4396,1343.3140165153607
DE,2020-07-19 00:00:00,13519,523,1388.324070308617
DC,2020-07-19 00:00:00,11261,578,1595.6097706124986
FL,2020-07-19 00:00:00,350047,4982,1629.8132340478887
GA,2020-07-19 00:00:00,143129,3174,1348.0578102614918
