state,date,cases,deaths,incidence
NH,2020-06-01 00:00:00,4685,245,344.5585128016174
NJ,2020-06-01 00:00:00,160918,11723,1811.6928370142948
NM,2020-06-01 00:00:00,7800,362,371.99027674645856
NY,2020-06-01 00:00:00,371711,29917,1910.7607085407142
NC,2020-06-01 00:00:00,29592,948,282.1487699755265
ND,2020-06-01 00:00:00,2625,61,344.4601620340602
OH,2020-06-01 00:00:00,35984,2207,307.8423488549161
OK,2020-06-01 00:00:00,6573,334,174.70433824255974
OR,2020-06-01 00:00:00,4302,154,101.99782489994041
PA,2020-06-01 00:00:00,76646,5567,598.7038420357961
PR,2020-06-01 00:00:00,3873,136,132.03073012686949
RI,2020-06-01 00:00:00,14991,720,1415.0983470224032
SC,2020-06-01 00:00:00,12148,500,235.9424120275471
SD,2020-06-01 00:00:00,5034,62,569.0328137734426
TN,2020-06-01 00:00:00,22566,364,330.43527665278407
TX,2020-06-01 00:00:00,65593,1683,226.2148889354319
UT,2020-06-01 00:00:00,9999,113,311.88805343051905
VT,2020-06-01 00:00:00,983,55,157.5348283383201
VA,2020-06-01 00:00:00,45398,1392,531.8715827356251
WA,2020-06-01 00:00:00,21977,1123,288.60549977524306
WV,2020-06-01 00:00:00,2028,76,113.16036017134756
WI,2020-06-01 00:00:00,18543,595,318.47505699506434
WY,2020-06-01 00:00:00,910,17,157.23297607467012
AL,2020-04-30 00:00:00,7088,272,151.16561528222945
AK,2020-04-30 00:00:00,355,9,59.389476184820055
AZ,2020-04-30 00:00:00,7655,320,105.16963360438385
AR,2020-04-30 00:00:00,3281,61,126.72714498535551
CA,2020-04-30 00:00:00,50130,2031,127.85453810922189
CO,2020-04-30 00:00:00,15284,777,269.71068217708967
CT,2020-04-30 00:00:00,27700,2257,776.9360503095543
DE,2020-04-30 00:00:00,4734,152,486.154756183223
DC,2020-04-30 00:00:00,4323,224,612.5407191508596
FL,2020-04-30 00:00:00,33690,1268,158.6710552628349
GA,2020-04-30 00:00:00,26264,1132,259.02931270146047
HI,2020-04-30 00:00:00,618,16,43.650664719103034
ID,2020-04-30 00:00:00,1984,60,123.19178489621528
IL,2020-04-30 00:00:00,52918,2355,450.9165361313938
IN,2020-04-30 00:00:00,17835,1114,272.5399809351904
IA,2020-04-30 00:00:00,7145,162,272.6357292843589
KS,2020-04-30 00:00:00,4413,134,180.9727995380744
KY,2020-04-30 00:00:00,4708,240,137.52799562294078
LA,2020-04-30 00:00:00,28001,1905,609.0793963194646
ME,2020-04-30 00:00:00,1095,53,93.27039214450352
MD,2020-04-30 00:00:00,21742,1140,365.821546320374
MA,2020-04-30 00:00:00,62205,3562,906.2801037097386
MI,2020-04-30 00:00:00,41379,3789,519.363058236214
MN,2020-04-30 00:00:00,5136,343,103.8321251257974
MS,2020-04-30 00:00:00,6815,261,235.38912257020743
MO,2020-04-30 00:00:00,7818,350,133.42535552788522
MT,2020-04-30 00:00:00,453,16,52.310254080026596
NE,2020-04-30 00:00:00,4281,70,280.6712507670763
NV,2020-04-30 00:00:00,5053,243,167.50107816595434
NH,2020-04-30 00:00:00,2146,72,161.57837831326026
NJ,2020-04-30 00:00:00,118652,7228,1335.8417237190379
NM,2020-04-30 00:00:00,3411,123,204.55367300077418
NY,2020-04-30 00:00:00,304372,23587,1805.1808831313635
NC,2020-04-30 00:00:00,10754,406,108.43048536102744
ND,2020-04-30 00:00:00,1067,19,175.95124155285632
OH,2020-04-30 00:00:00,18027,976,161.3318942603541
OK,2020-04-30 00:00:00,3618,222,98.91640333614572
OR,2020-04-30 00:00:00,2510,103,62.63922253494696
PA,2020-04-30 00:00:00,47971,2475,381.10038874289313
PR,2020-04-30 00:00:00,1539,92,52.4645736290349
RI,2020-04-30 00:00:00,8621,266,813.7924654579506
SC,2020-04-30 00:00:00,6095,244,120.93313954930332
SD,2020-04-30 00:00:00,2449,17,332.79339903137964
TN,2020-04-30 00:00:00,10735,199,163.52042801986133
TX,2020-04-30 00:00:00,28727,812,124.98389679924709
UT,2020-04-30 00:00:00,4672,46,163.02136654614532
VT,2020-04-30 00:00:00,866,49,141.82980096332898
VA,2020-04-30 00:00:00,15847,552,200.41152211330643
WA,2020-04-30 00:00:00,14327,814,189.77659557980945
WV,2020-04-30 00:00:00,1125,41,85.03414215289818
WI,2020-04-30 00:00:00,6854,316,132.45542480719658
WY,2020-04-30 00:00:00,559,7,112.42056149947712
AL,2020-07-02 00:00:00,40111,985,818.0600976712076
AK,2020-07-02 00:00:00,1014,14,138.61074848437212
AZ,2020-07-02 00:00:00,87445,1764,1201.379309018334
AR,2020-07-02 00:00:00,22075,279,731.4921711284101
CA,2020-07-02 00:00:00,246550,6265,623.9841276457668
CO,2020-07-02 00:00:00,33335,1701,578.8596664267992
CT,2020-07-02 00:00:00,46646,4326,1308.3378701349989
DE,2020-07-02 00:00:00,11731,510,1204.7066845765505
DC,2020-07-02 00:00:00,10390,554,1472.1947887988504
FL,2020-07-02 00:00:00,169106,3617,787.3548316566125
GA,2020-07-02 00:00:00,87709,2849,826.0855765094788
HI,2020-07-02 00:00:00,946,18,66.81394928355104
ID,2020-07-02 00:00:00,6593,92,368.9289421481592
IL,2020-07-02 00:00:00,144013,6951,1136.4822782771314
IN,2020-07-02 00:00:00,46387,2662,689.0298726170375
IA,2020-07-02 00:00:00,30259,719,959.0595454300537
KS,2020-07-02 00:00:00,15002,280,514.9462090251858
KY,2020-07-02 00:00:00,16079,581,359.8965277897465
LA,2020-07-02 00:00:00,61561,3255,1324.2359201117538
ME,2020-07-02 00:00:00,3328,105,247.57999482224534
MD,2020-07-02 00:00:00,68423,3212,1131.7668153127522
MA,2020-07-02 00:00:00,109338,8132,1586.3322801600518
MI,2020-07-02 00:00:00,71678,6212,717.723303738103
MN,2020-07-02 00:00:00,37210,1495,659.7948234920293
MS,2020-07-02 00:00:00,28770,1092,966.685471728734
MO,2020-07-02 00:00:00,22636,1044,368.81899062604083
MT,2020-07-02 00:00:00,1083,22,101.33067858806973
NE,2020-07-02 00:00:00,19452,282,1005.5789678289173
NV,2020-07-02 00:00:00,19733,525,640.6493697072486
NH,2020-07-02 00:00:00,5822,375,428.17922337908567
NJ,2020-07-02 00:00:00,172356,15107,1940.4673847328195
NM,2020-07-02 00:00:00,12520,503,597.0920852391872
NY,2020-07-02 00:00:00,394954,32064,2030.2401190198543
NC,2020-07-02 00:00:00,68216,1409,650.4143178105743
ND,2020-07-02 00:00:00,3657,80,479.8822143080221
OH,2020-07-02 00:00:00,52865,2876,452.2589420913501
OK,2020-07-02 00:00:00,14531,395,367.2253347320463
OR,2020-07-02 00:00:00,9294,209,220.35513357044312
PA,2020-07-02 00:00:00,92612,6712,723.4188374947049
PR,2020-07-02 00:00:00,7608,153,259.3570345482115
RI,2020-07-02 00:00:00,16941,959,1599.1715760727454
SC,2020-07-02 00:00:00,39701,784,771.0857507330957
SD,2020-07-02 00:00:00,6893,97,779.170279169714
TN,2020-07-02 00:00:00,46890,620,686.6130515930623
TX,2020-07-02 00:00:00,179137,2542,617.8015422259457
UT,2020-07-02 00:00:00,23270,176,725.836083941212
VT,2020-07-02 00:00:00,1227,56,196.63808176105667
VA,2020-07-02 00:00:00,63735,1816,746.7032760398048
WA,2020-07-02 00:00:00,34151,1342,448.47642639233413
WV,2020-07-02 00:00:00,3053,93,170.35432919286197
WI,2020-07-02 00:00:00,29738,793,510.7485975796377
WY,2020-07-02 00:00:00,1550,20,267.81440979751505
AL,2020-07-03 00:00:00,41865,1006,853.8327638055673
AK,2020-07-03 00:00:00,1060,15,144.8988100526967
AZ,2020-07-03 00:00:00,91872,1798,1262.2004674724956
AR,2020-07-03 00:00:00,22622,281,749.6179341004254
CA,2020-07-03 00:00:00,250514,6315,634.0164662464068
CO,2020-07-03 00:00:00,33595,1701,583.3745460809455
CT,2020-07-03 00:00:00,46717,4335,1310.3292946682836
DE,2020-07-03 00:00:00,11923,512,1224.42398774241
DC,2020-07-03 00:00:00,10435,555,1478.5709933701642
FL,2020-07-03 00:00:00,178594,3684,831.5308079245033
GA,2020-07-03 00:00:00,90493,2857,852.3066284540042
HI,2020-07-03 00:00:00,975,19,68.86215703114406
ID,2020-07-03 00:00:00,6994,93,391.36796926804567
IL,2020-07-03 00:00:00,145750,7005,1150.1898582689892
IN,2020-07-03 00:00:00,46915,2681,696.8727547336175
IA,2020-07-03 00:00:00,30463,721,965.5253290735228
KS,2020-07-03 00:00:00,15659,282,537.4978460955462
KY,2020-07-03 00:00:00,16376,585,366.54428379158463
LA,2020-07-03 00:00:00,63289,3278,1361.4068508950925
ME,2020-07-03 00:00:00,3373,105,250.92768105031053
MD,2020-07-03 00:00:00,68961,3223,1140.665731563695
MA,2020-07-03 00:00:00,109628,8149,1590.539750218462
MI,2020-07-03 00:00:00,72175,6215,722.6998444055023
MN,2020-07-03 00:00:00,37624,1503,667.1357280049479
MS,2020-07-03 00:00:00,29684,1103,997.3962997148327
MO,2020-07-03 00:00:00,23160,1047,377.35676899183176
MT,2020-07-03 00:00:00,1128,23,105.54109459588429
NE,2020-07-03 00:00:00,19660,284,1016.3316115317967
NV,2020-07-03 00:00:00,20718,528,672.6282694772602
NH,2020-07-03 00:00:00,5857,376,430.753299782086
NJ,2020-07-03 00:00:00,172742,15164,1944.813159817568
NM,2020-07-03 00:00:00,12776,511,609.3009968862506
NY,2020-07-03 00:00:00,395872,32137,2034.9590493997475
NC,2020-07-03 00:00:00,70262,1419,669.9221707225075
ND,2020-07-03 00:00:00,3722,80,488.4117040345798
OH,2020-07-03 00:00:00,55257,2903,472.7224508302607
OK,2020-07-03 00:00:00,15069,398,380.8215930821833
OR,2020-07-03 00:00:00,9636,209,228.46374726541745
PA,2020-07-03 00:00:00,93392,6746,729.5116407302022
PR,2020-07-03 00:00:00,7683,154,261.91378764904164
RI,2020-07-03 00:00:00,16991,960,1603.891402458652
SC,2020-07-03 00:00:00,41532,793,806.6480290029705
SD,2020-07-03 00:00:00,6978,97,788.7785010947722
TN,2020-07-03 00:00:00,48712,633,713.2927056771434
TX,2020-07-03 00:00:00,185591,2592,640.0598760906763
UT,2020-07-03 00:00:00,23866,181,744.4264709643733
VT,2020-07-03 00:00:00,1236,56,198.08041487910842
VA,2020-07-03 00:00:00,64393,1845,754.412239021435
WA,2020-07-03 00:00:00,34778,1352,456.7102912673888
WV,2020-07-03 00:00:00,3126,93,174.42765576707714
WI,2020-07-03 00:00:00,30317,796,520.6928923539537
WY,2020-07-03 00:00:00,1582,20,273.3434814836573
AL,2020-08-27 00:00:00,121023,2076,2468.2527785510847
AK,2020-08-27 00:00:00,4974,37,679.9308313227484
AZ,2020-08-27 00:00:00,200139,4929,2749.6466753687496
AR,2020-08-27 00:00:00,58745,739,1946.6141604955128
CA,2020-08-27 00:00:00,691821,12677,1750.9037646401214
CO,2020-08-27 00:00:00,56323,1931,978.0444875403214
CT,2020-08-27 00:00:00,52350,4465,1468.3249903864682
DE,2020-08-27 00:00:00,16976,604,1743.33822158141
DC,2020-08-27 00:00:00,13794,605,1954.5192412599947
FL,2020-08-27 00:00:00,611991,10868,2849.420309039076
GA,2020-08-27 00:00:00,263074,5393,2477.7575500194353
HI,2020-08-27 00:00:00,7566,55,534.3703385616777
ID,2020-08-27 00:00:00,31113,343,1741.0110992045616
IL,2020-08-27 00:00:00,228750,8186,1805.1864842472128
IN,2020-08-27 00:00:00,90504,3266,1344.3412937101425
IA,2020-08-27 00:00:00,61488,1091,1948.863258184446
KS,2020-08-27 00:00:00,40360,444,1385.3638845658245
KY,2020-08-27 00:00:00,45978,910,1029.1263483249556
LA,2020-08-27 00:00:00,145637,4874,3132.7909991279457
ME,2020-08-27 00:00:00,4414,132,328.37082245955247
MD,2020-08-27 00:00:00,106063,3722,1754.3601381482315
MA,2020-08-27 00:00:00,127124,9008,1844.3807713975605
MI,2020-08-27 00:00:00,110343,6706,1104.8821466052834
MN,2020-08-27 00:00:00,72390,1855,1283.5943905559795
MS,2020-08-27 00:00:00,80695,2399,2711.389785928057
MO,2020-08-27 00:00:00,80214,1488,1306.9644157129012
MT,2020-08-27 00:00:00,6929,98,648.3105004032642
NE,2020-08-27 00:00:00,33101,391,1711.169515427976
NV,2020-08-27 00:00:00,67220,1271,2182.356997502724
NH,2020-08-27 00:00:00,7194,431,529.0830183766992
NJ,2020-08-27 00:00:00,190613,15921,2146.0135394536705
NM,2020-08-27 00:00:00,24920,764,1188.4612431438138
NY,2020-08-27 00:00:00,432131,32926,2221.346518511444
NC,2020-08-27 00:00:00,161076,2630,1535.8000565212867
ND,2020-08-27 00:00:00,10800,139,1417.2075237972765
OH,2020-08-27 00:00:00,118828,4076,1016.5709934896613
OK,2020-08-27 00:00:00,55550,778,1403.8515824351505
OR,2020-08-27 00:00:00,25761,438,610.777770164427
PA,2020-08-27 00:00:00,135912,7622,1061.647529926795
PR,2020-08-27 00:00:00,31383,412,1069.8477675113725
RI,2020-08-27 00:00:00,21589,1044,2037.926636906588
SC,2020-08-27 00:00:00,114598,2628,2225.7596751344117
SD,2020-08-27 00:00:00,12194,162,1378.3842135783393
TN,2020-08-27 00:00:00,149179,1673,2184.436946547269
TX,2020-08-27 00:00:00,614549,12365,2119.4355156858314
UT,2020-08-27 00:00:00,50557,403,1576.9701287415494
VT,2020-08-27 00:00:00,1586,58,254.171147247788
VA,2020-08-27 00:00:00,116569,2527,1365.693169917377
WA,2020-08-27 00:00:00,72703,1890,954.7474928406745
WV,2020-08-27 00:00:00,9633,198,537.5117108139009
WI,2020-08-27 00:00:00,73138,1111,1256.1413319584215
WY,2020-08-27 00:00:00,3733,37,645.0007688865312
AL,2020-08-26 00:00:00,119254,2045,2432.1741888180845
AK,2020-08-26 00:00:00,4895,37,669.1317690641041
AZ,2020-08-26 00:00:00,199459,4896,2740.3043695750225
AR,2020-08-26 00:00:00,58023,732,1922.68947883958
CA,2020-08-26 00:00:00,687004,12532,1738.712600402159
CO,2020-08-26 00:00:00,55973,1927,971.9667649289703
CT,2020-08-26 00:00:00,52220,4463,1464.6787201142572
DE,2020-08-26 00:00:00,16986,604,1744.3651644546314
DC,2020-08-26 00:00:00,13684,605,1938.932963419006
FL,2020-08-26 00:00:00,608722,10733,2834.199897316929
GA,2020-08-26 00:00:00,260590,5311,2454.3620424654832
HI,2020-08-26 00:00:00,7260,51,512.7582154319034
ID,2020-08-26 00:00:00,30771,337,1721.8735748279998
IL,2020-08-26 00:00:00,227043,8163,1791.715650023781
IN,2020-08-26 00:00:00,89359,3259,1327.3335285141495
IA,2020-08-26 00:00:00,58807,1071,1863.888915301404
KS,2020-08-26 00:00:00,39880,442,1368.8878026879354
KY,2020-08-26 00:00:00,45230,902,1012.3838517277336
LA,2020-08-26 00:00:00,144960,4851,3118.228082380075
ME,2020-08-26 00:00:00,4389,132,326.51099677729405
MD,2020-08-26 00:00:00,105486,3717,1744.816133172778
MA,2020-08-26 00:00:00,126756,8987,1839.0416369786126
MI,2020-08-26 00:00:00,109480,6690,1096.2407892693368
MN,2020-08-26 00:00:00,71236,1840,1263.1320625175542
MS,2020-08-26 00:00:00,80110,2373,2691.733511998223
MO,2020-08-26 00:00:00,78743,1481,1282.9967211020642
MT,2020-08-26 00:00:00,6785,98,634.8371691782578
NE,2020-08-26 00:00:00,32727,386,1691.8354349237595
NV,2020-08-26 00:00:00,66666,1250,2164.370895500098
NH,2020-08-26 00:00:00,7156,429,526.2883068534417
NJ,2020-08-26 00:00:00,190306,15914,2142.557184658288
NM,2020-08-26 00:00:00,24732,755,1179.4953236530016
NY,2020-08-26 00:00:00,431340,32921,2217.2804249052397
NC,2020-08-26 00:00:00,158985,2606,1515.8631452608506
ND,2020-08-26 00:00:00,10467,138,1373.5102918135271
OH,2020-08-26 00:00:00,117584,4044,1005.9286001488566
OK,2020-08-26 00:00:00,54838,763,1385.858021198538
OR,2020-08-26 00:00:00,25571,433,606.2729847783303
PA,2020-08-26 00:00:00,135279,7613,1056.702985762603
PR,2020-08-26 00:00:00,30744,404,1048.0642310922997
RI,2020-08-26 00:00:00,21454,1041,2025.183105664641
SC,2020-08-26 00:00:00,114093,2573,2215.951400679859
SD,2020-08-26 00:00:00,11571,162,1307.9615987629131
TN,2020-08-26 00:00:00,147353,1648,2157.698720225901
TX,2020-08-26 00:00:00,610648,12140,2105.981880667809
UT,2020-08-26 00:00:00,50174,401,1565.0236216444507
VT,2020-08-26 00:00:00,1577,58,252.72881412973626
VA,2020-08-26 00:00:00,115448,2515,1352.5598150504966
WA,2020-08-26 00:00:00,72161,1880,947.6298616408659
WV,2020-08-26 00:00:00,9544,190,532.5456003330085
WI,2020-08-26 00:00:00,72260,1100,1241.0617277928786
WY,2020-08-26 00:00:00,3680,37,635.8432439063582
AL,2020-08-13 00:00:00,105557,1890,2152.825153446179
AK,2020-08-13 00:00:00,3963,27,541.7301738102236
AZ,2020-08-13 00:00:00,190794,4383,2621.258664129956
AR,2020-08-13 00:00:00,51766,582,1715.3532833808954
CA,2020-08-13 00:00:00,597984,10870,1513.415228497774
CO,2020-08-13 00:00:00,52200,1882,906.4489151786087
CT,2020-08-13 00:00:00,50782,4450,1424.3453612570318
DE,2020-08-13 00:00:00,15967,593,1639.7196856733249
DC,2020-08-13 00:00:00,13024,594,1845.415296373073
FL,2020-08-13 00:00:00,557137,8913,2594.020962264321
GA,2020-08-13 00:00:00,228668,4538,2153.70528234582
HI,2020-08-13 00:00:00,4312,40,304.5473037110698
ID,2020-08-13 00:00:00,26629,251,1490.0968907118656
IL,2020-08-13 00:00:00,201727,7905,1591.9337875748083
IN,2020-08-13 00:00:00,77565,3105,1152.1461200237247
IA,2020-08-13 00:00:00,50373,960,1596.5731346689608
KS,2020-08-13 00:00:00,32484,403,1115.0188410861306
KY,2020-08-13 00:00:00,37686,796,843.5263726776781
LA,2020-08-13 00:00:00,135439,4402,2913.422276831368
ME,2020-08-13 00:00:00,4089,126,304.19308859019264
MD,2020-08-13 00:00:00,98160,3620,1623.6386973839171
MA,2020-08-13 00:00:00,122423,8790,1765.7881324099533
MI,2020-08-13 00:00:00,99856,6555,999.874134575072
MN,2020-08-13 00:00:00,62993,1731,1116.9700434354581
MS,2020-08-13 00:00:00,69986,2011,2351.5623713732075
MO,2020-08-13 00:00:00,64429,1356,1049.7719891785287
MT,2020-08-13 00:00:00,5407,81,505.90487453895935
NE,2020-08-13 00:00:00,29660,360,1533.2856357087023
NV,2020-08-13 00:00:00,58650,1030,1904.124336559577
NH,2020-08-13 00:00:00,6921,422,509.0052224332965
NJ,2020-08-13 00:00:00,186594,15893,2100.7656895427813
NM,2020-08-13 00:00:00,22987,697,1096.2744219962622
NY,2020-08-13 00:00:00,423440,32805,2176.6708933135687
NC,2020-08-13 00:00:00,140824,2287,1342.704730435035
ND,2020-08-13 00:00:00,8171,120,1072.2224700877357
OH,2020-08-13 00:00:00,105426,3755,901.9171706974872
OK,2020-08-13 00:00:00,46103,638,1165.108361926332
OR,2020-08-13 00:00:00,22300,383,528.7195479471575
PA,2020-08-13 00:00:00,126905,7395,991.2912751292006
PR,2020-08-13 00:00:00,24446,306,833.3651507052548
RI,2020-08-13 00:00:00,20240,1019,1910.5857210148376
SC,2020-08-13 00:00:00,103909,2184,2018.15443623398
SD,2020-08-13 00:00:00,9897,148,1118.7361457917684
TN,2020-08-13 00:00:00,128511,1313,1881.7941964870126
TX,2020-08-13 00:00:00,530857,9771,1830.8014162425345
UT,2020-08-13 00:00:00,45424,353,1416.8619801007999
VT,2020-08-13 00:00:00,1484,58,237.8247052432014
VA,2020-08-13 00:00:00,103622,2363,1214.0093648669756
WA,2020-08-13 00:00:00,65339,1736,858.0422600816584
WV,2020-08-13 00:00:00,8163,153,455.4871893879241
WI,2020-08-13 00:00:00,63206,1018,1085.5597504411382
WY,2020-08-13 00:00:00,3119,30,538.9117059086769
AL,2020-08-12 00:00:00,104786,1882,2137.1006804760573
AK,2020-08-12 00:00:00,3879,27,530.2476265985006
AZ,2020-08-12 00:00:00,189443,4347,2602.6977007074192
AR,2020-08-12 00:00:00,51096,572,1693.1517089910412
CA,2020-08-12 00:00:00,591376,10753,1496.691289680158
CO,2020-08-12 00:00:00,51737,1875,898.4089564098787
CT,2020-08-12 00:00:00,50706,4450,1422.2136955594324
DE,2020-08-12 00:00:00,15765,592,1618.9754396342441
DC,2020-08-12 00:00:00,12959,593,1836.2052231033972
FL,2020-08-12 00:00:00,550901,8765,2564.986245990441
GA,2020-08-12 00:00:00,226153,4456,2130.0178018715087
HI,2020-08-12 00:00:00,3958,38,279.54504361976217
ID,2020-08-12 00:00:00,26134,246,1462.3978422721054
IL,2020-08-12 00:00:00,199893,7881,1577.4607295983747
IN,2020-08-12 00:00:00,76522,3086,1136.6534570547988
IA,2020-08-12 00:00:00,49973,953,1583.8951275249044
KS,2020-08-12 00:00:00,32097,397,1101.7350000720828
KY,2020-08-12 00:00:00,36945,790,826.9405571983448
LA,2020-08-12 00:00:00,134304,4356,2889.0073425494875
ME,2020-08-12 00:00:00,4070,126,302.77962107167616
MD,2020-08-12 00:00:00,97384,3612,1610.8030858398065
MA,2020-08-12 00:00:00,122000,8769,1765.7881324099533
MI,2020-08-12 00:00:00,98689,6539,988.1887765089656
MN,2020-08-12 00:00:00,62303,1724,1104.735202580594
MS,2020-08-12 00:00:00,69374,1989,2330.998884800459
MO,2020-08-12 00:00:00,62956,1354,1025.7717076273643
MT,2020-08-12 00:00:00,5268,80,492.8993673148212
NE,2020-08-12 00:00:00,29244,356,1511.7803483029434
NV,2020-08-12 00:00:00,58048,996,1884.5798719285647
NH,2020-08-12 00:00:00,6887,420,506.5046910703818
NJ,2020-08-12 00:00:00,185938,15885,2093.3801235956453
NM,2020-08-12 00:00:00,22816,695,1088.1192505445126
NY,2020-08-12 00:00:00,422703,32797,2172.882383847358
NC,2020-08-12 00:00:00,139739,2280,1332.3596569211306
ND,2020-08-12 00:00:00,7970,120,1045.8466633948422
OH,2020-08-12 00:00:00,104248,3734,891.8394059422881
OK,2020-08-12 00:00:00,45398,627,1147.2917036794056
OR,2020-08-12 00:00:00,22022,375,522.1283356453947
PA,2020-08-12 00:00:00,125918,7380,983.5815356504368
PR,2020-08-12 00:00:00,24074,295,820.6836553251371
RI,2020-08-12 00:00:00,20129,1018,1900.1077064381266
SC,2020-08-12 00:00:00,102974,2144,1999.9945617488167
SD,2020-08-12 00:00:00,9815,147,1109.4670375817122
TN,2020-08-12 00:00:00,126393,1289,1850.780196843718
TX,2020-08-12 00:00:00,523977,9527,1807.0739081871664
UT,2020-08-12 00:00:00,45090,351,1406.4438773059408
VT,2020-08-12 00:00:00,1478,58,236.8631498311669
VA,2020-08-12 00:00:00,102521,2352,1201.110324984339
WA,2020-08-12 00:00:00,64702,1724,849.6770735977511
WV,2020-08-12 00:00:00,8018,153,447.3963352336611
WI,2020-08-12 00:00:00,62263,1011,1069.3637746688069
WY,2020-08-12 00:00:00,3086,29,533.2098507323428
AL,2020-05-07 00:00:00,9046,369,192.92383688530586
AK,2020-05-07 00:00:00,374,10,62.56806786795126
AZ,2020-05-07 00:00:00,9945,450,136.63122223325897
AR,2020-05-07 00:00:00,3703,87,143.02670462687334
CA,2020-05-07 00:00:00,62148,2535,158.50596118914666
CO,2020-05-07 00:00:00,18370,944,324.16809942378546
CT,2020-05-07 00:00:00,31784,2797,891.4850333227031
DE,2020-05-07 00:00:00,5939,202,609.9013724064557
DC,2020-05-07 00:00:00,5654,285,801.1346810268241
FL,2020-05-07 00:00:00,38828,1600,182.86968636822064
GA,2020-05-07 00:00:00,31618,1355,311.83326260260355
HI,2020-05-07 00:00:00,629,17,44.42761829824564
ID,2020-05-07 00:00:00,2178,67,135.23775579836536
IL,2020-05-07 00:00:00,70871,3111,603.8948152267284
IN,2020-05-07 00:00:00,22503,1414,343.8725646753344
IA,2020-05-07 00:00:00,11059,231,421.9843989021308
KS,2020-05-07 00:00:00,6332,165,259.6691064298861
KY,2020-05-07 00:00:00,6129,294,179.03761367311046
LA,2020-05-07 00:00:00,30652,2208,666.7441039957226
ME,2020-05-07 00:00:00,1330,62,113.28732561843805
MD,2020-05-07 00:00:00,29374,1503,494.23429774697195
MA,2020-05-07 00:00:00,73721,4552,1074.0595695777774
MI,2020-05-07 00:00:00,45745,4345,574.1623311103607
MN,2020-05-07 00:00:00,9365,508,189.32785276539963
MS,2020-05-07 00:00:00,8686,396,300.0131942252123
MO,2020-05-07 00:00:00,9581,449,163.51347292308364
MT,2020-05-07 00:00:00,456,16,52.65667960373539
NE,2020-05-07 00:00:00,7334,91,480.8322712276892
NV,2020-05-07 00:00:00,5855,297,194.08644620258514
NH,2020-05-07 00:00:00,2843,114,214.05746949888115
NJ,2020-05-07 00:00:00,133991,8807,1508.5356201567404
NM,2020-05-07 00:00:00,4493,172,269.4399451165284
NY,2020-05-07 00:00:00,327469,26144,1942.165437747705
NC,2020-05-07 00:00:00,13540,513,136.5211801923295
ND,2020-05-07 00:00:00,1371,31,226.08167963352008
OH,2020-05-07 00:00:00,22131,1271,198.06047328318058
OK,2020-05-07 00:00:00,4330,260,118.38253909494499
OR,2020-05-07 00:00:00,2989,121,74.59308213424559
PA,2020-05-07 00:00:00,55956,3589,444.5363522231624
PR,2020-05-07 00:00:00,2031,102,69.23687397048076
RI,2020-05-07 00:00:00,10530,388,993.99543687185
SC,2020-05-07 00:00:00,7142,316,141.7070521183141
SD,2020-05-07 00:00:00,2906,31,394.89490305642687
TN,2020-05-07 00:00:00,14096,238,214.71671666212998
TX,2020-05-07 00:00:00,36036,985,156.7835035004584
UT,2020-05-07 00:00:00,5724,61,199.7290886365873
VT,2020-05-07 00:00:00,916,53,150.01858854781682
VA,2020-05-07 00:00:00,21570,769,272.7883215740531
WA,2020-05-07 00:00:00,16231,891,214.99713288587188
WV,2020-05-07 00:00:00,1287,51,97.27905862291551
WI,2020-05-07 00:00:00,9215,374,178.08239562274827
WY,2020-05-07 00:00:00,635,7,127.70493122033626
AL,2020-05-06 00:00:00,8691,343,185.3527599347992
AK,2020-05-06 00:00:00,372,10,62.233479269726935
AZ,2020-05-06 00:00:00,9707,426,133.36141520545448
AR,2020-05-06 00:00:00,3611,87,139.4732461268268
CA,2020-05-06 00:00:00,60616,2464,154.59865713202862
CO,2020-05-06 00:00:00,17832,919,314.67422694202185
CT,2020-05-06 00:00:00,30995,2718,869.3549775936693
DE,2020-05-06 00:00:00,5778,193,593.367592147584
DC,2020-05-06 00:00:00,5461,277,773.7878480876344
FL,2020-05-06 00:00:00,38002,1539,178.97944322048835
GA,2020-05-06 00:00:00,30743,1327,303.2035546901081
HI,2020-05-06 00:00:00,626,17,44.21572186757038
ID,2020-05-06 00:00:00,2158,66,133.9959031280406
IL,2020-05-06 00:00:00,68232,2974,581.4077836145973
IN,2020-05-06 00:00:00,21870,1377,334.1995729213688
IA,2020-05-06 00:00:00,10404,219,396.9912004862799
KS,2020-05-06 00:00:00,5993,164,245.76704908943572
KY,2020-05-06 00:00:00,5934,283,173.341360668337
LA,2020-05-06 00:00:00,30399,2167,661.2408331386523
ME,2020-05-06 00:00:00,1254,62,106.81376415452732
MD,2020-05-06 00:00:00,28163,1437,473.8585322886898
MA,2020-05-06 00:00:00,72025,4420,1049.3501241008591
MI,2020-05-06 00:00:00,45179,4256,567.058256798229
MN,2020-05-06 00:00:00,8579,485,173.43765604638162
MS,2020-05-06 00:00:00,8424,374,290.9637518021171
MO,2020-05-06 00:00:00,9323,428,159.110333792079
MT,2020-05-06 00:00:00,456,16,52.65667960373539
NE,2020-05-06 00:00:00,6689,78,438.54473169375694
NV,2020-05-06 00:00:00,5741,289,190.3074786761813
NH,2020-05-06 00:00:00,2741,92,206.37760249610736
NJ,2020-05-06 00:00:00,131890,8549,1484.8815438534866
