,state_x,date,total,covid,pct,rolling_pct,state_y,cases,deaths,incidence,rolling_incidence
212,Massachusetts,2020-11-11,1936,274,0.1415289256198347,0.19045176106403047,MA,2660.0,38.0,38.592656397828705,29.70377137787712
213,Massachusetts,2020-11-12,1731,338,0.19526285384171,0.17918981313735247,MA,2648.0,20.0,38.41855418851492,36.087519052706135
214,Massachusetts,2020-11-13,1441,312,0.21651630811936157,0.18443602919363544,MA,2906.0,23.0,42.161751688754975,39.7243207583662
215,Massachusetts,2020-11-14,534,159,0.29775280898876405,0.23651065698327858,MA,3047.0,28.0,44.20745264818834,41.59591950848608
216,Massachusetts,2020-11-15,584,152,0.2602739726027397,0.2581810299036218,MA,2133.0,36.0,30.946667705477466,39.105290680806924
217,Massachusetts,2020-11-16,1349,375,0.27798369162342473,0.27867015773830955,MA,2164.0,11.0,31.39643174620278,35.516850699956194
218,Massachusetts,2020-11-17,1330,303,0.22781954887218045,0.25535907103278166,MA,2525.0,20.0,36.63400654305133,32.99236866491052
219,Massachusetts,2020-11-18,1809,330,0.1824212271973466,0.22940815589765062,MA,2904.0,47.0,42.13273465386965,36.721057647707916
220,Massachusetts,2020-11-19,1972,282,0.14300202839756593,0.1844142681556977,MA,2682.0,28.0,38.91184378156913,39.22619499283004
221,Massachusetts,2020-11-20,1682,302,0.17954815695600476,0.16832380418363913,MA,2399.0,34.0,34.8059333452602,38.61683726023299
222,Massachusetts,2020-11-21,484,102,0.21074380165289255,0.1777646623354878,MA,3206.0,19.0,46.51430692159238,40.077361349473904
223,Massachusetts,2020-11-22,557,139,0.2495511669658887,0.21328104185826205,MA,2695.0,24.0,39.10045450832649,40.140231591726355
224,Massachusetts,2020-11-23,1264,281,0.22231012658227847,0.2275350317336866,MA,1773.0,19.0,25.723601426072037,37.11278761866364
225,Massachusetts,2020-11-24,1424,295,0.2071629213483146,0.22634140496549396,MA,2576.0,20.0,37.373940932632195,34.06599895567691
226,Massachusetts,2020-11-25,1449,311,0.21463077984817117,0.21470127592625476,MA,3395.0,53.0,49.256416718280434,37.45131969232822
227,Massachusetts,2020-11-26,596,141,0.23657718120805368,0.2194569608015132,MA,0.0,0.0,0.0,28.87678588363754
228,Massachusetts,2020-11-27,863,217,0.2514484356894554,0.2342187989152268,MA,4658.0,31.0,67.58067424852788,38.945696988936106
229,Massachusetts,2020-11-28,459,115,0.25054466230936817,0.24619009306895911,MA,3217.0,41.0,46.67390061346441,38.08485828733077
230,Massachusetts,2020-11-29,548,133,0.2427007299270073,0.24823127597527703,MA,2495.0,46.0,36.19875101976686,50.15110862725305
231,Massachusetts,2020-11-30,1040,274,0.26346153846153847,0.25223564356597133,MA,1168.0,26.0,16.945948373181636,33.272866668804305
232,Massachusetts,2020-12-01,1275,299,0.23450980392156862,0.24689069077003814,MA,3073.0,30.0,44.5846741017026,32.576457831550364
233,Massachusetts,2020-12-02,1490,320,0.21476510067114093,0.23757881435141603,MA,5027.0,46.0,72.93431718491684,44.82164655326702
234,Massachusetts,2020-12-03,1940,349,0.17989690721649484,0.20972393726973482,MA,6675.0,50.0,96.84435393063995,71.45444840575313
235,Massachusetts,2020-12-04,1698,255,0.1501766784452297,0.18161289544428852,MA,5491.0,36.0,79.66626927837478,83.14831346464386
236,Massachusetts,2020-12-05,532,90,0.16917293233082706,0.16641550599751723,MA,5619.0,43.0,81.52335951105124,86.01132757335533
237,Massachusetts,2020-12-06,570,167,0.2929824561403509,0.20411068897213594,MA,4827.0,51.0,70.03261369635948,77.07408082859517
238,Massachusetts,2020-12-07,1668,334,0.20023980815347722,0.2207983988748851,MA,2481.0,31.0,35.99563177556729,62.51720166099267
239,Massachusetts,2020-12-08,1676,299,0.17840095465393796,0.22387440631592206,MA,4122.0,41.0,59.80410889919176,55.27745145703951
240,Massachusetts,2020-12-09,1767,312,0.1765704584040747,0.18507040707049668,MA,5965.0,90.0,86.54330654625755,60.781015740338866
241,Massachusetts,2020-12-10,1599,319,0.19949968730456535,0.18482370012085939,MA,5369.0,43.0,77.89623015035386,74.74788186526773
242,Massachusetts,2020-12-11,1360,265,0.1948529411764706,0.19030769562837024,MA,5655.0,48.0,82.04566613899124,82.16173427853421
243,Massachusetts,2020-12-12,525,131,0.24952380952380954,0.21462547933494855,MA,5289.0,50.0,76.73554875492982,78.89248168142497
244,Massachusetts,2020-12-13,549,134,0.24408014571949,0.22948563213992337,MA,4853.0,42.0,70.40983514987238,76.39701668126447
245,Massachusetts,2020-12-14,1221,284,0.2325962325962326,0.24206672927984407,MA,3653.0,39.0,52.99961421852004,66.71499937444075
246,Massachusetts,2020-12-15,1305,295,0.2260536398467433,0.23424333938748867,MA,3929.0,55.0,57.003965032733504,60.13780480037531
247,Massachusetts,2020-12-16,1496,267,0.178475935828877,0.212375269423951,MA,5952.0,70.0,86.3546958195011,65.45275835691821
248,Massachusetts,2020-12-17,1166,251,0.21526586620926244,0.20659848062829425,MA,5135.0,45.0,74.50123706874001,72.61996597365821
249,Massachusetts,2020-12-18,1190,195,0.1638655462184874,0.18586911608554232,MA,5679.0,52.0,82.39387055761836,81.08326781528649
250,Massachusetts,2020-12-19,473,107,0.226215644820296,0.2017823524160153,MA,4344.0,47.0,63.02499977149,73.30670246594946
251,Massachusetts,2020-12-20,524,142,0.27099236641221375,0.2203578524836657,MA,4261.0,60.0,61.820792823739794,69.07988771761605
252,Massachusetts,2020-12-21,1485,266,0.17912457912457913,0.2254441967856963,MA,3843.0,42.0,55.756232532651666,60.200675042627154
253,Massachusetts,2020-12-22,1766,366,0.2072480181200453,0.21912165455227942,MA,3800.0,45.0,55.132366282612566,57.569797213001344
254,Massachusetts,2020-12-23,1520,269,0.1769736842105263,0.18778209381838362,MA,4814.0,83.0,69.84400296960393,60.244200594956055
255,Massachusetts,2020-12-24,996,168,0.1686746987951807,0.18429880037525082,MA,5937.0,76.0,86.13706805785841,70.37114577002497
256,Massachusetts,2020-12-25,452,104,0.23008849557522124,0.19191229286030945,MA,0.0,0.0,0.0,51.99369034248745
257,Massachusetts,2020-12-26,455,105,0.23076923076923078,0.20984414171321095,MA,7677.0,47.0,111.38188840831754,65.83965215539199
258,Massachusetts,2020-12-27,505,136,0.2693069306930693,0.24338821901250715,MA,3134.0,100.0,45.46969366571284,52.283860691343456
259,Massachusetts,2020-12-28,1163,272,0.23387790197764402,0.2446513544799814,MA,4198.0,48.0,60.906756224842866,72.58611276629108
260,Massachusetts,2020-12-29,1201,243,0.20233139050791007,0.2351720743928745,MA,4145.0,60.0,60.13780480037531,55.50475156364367
261,Massachusetts,2020-12-30,1226,262,0.2137030995106036,0.21663746399871928,MA,6839.0,120.0,99.22375079125777,73.42277060549198
262,Massachusetts,2020-12-31,1107,271,0.24480578139114725,0.22028009046988703,MA,7260.0,85.0,105.3318366346748,88.23113074210262
263,Massachusetts,2021-01-01,730,136,0.1863013698630137,0.21493675025492157,MA,0.0,0.0,0.0,68.1851958086442
264,Massachusetts,2021-01-02,440,81,0.18409090909090908,0.2050660201150234,MA,9003.0,79.0,130.620182537461,78.6506730573786
265,Massachusetts,2021-01-03,508,128,0.25196850393700787,0.20745359429697693,MA,3481.0,108.0,50.50414921836091,60.374777251940635
266,Massachusetts,2021-01-04,1268,261,0.2058359621451104,0.21396512505767581,MA,4906.0,61.0,71.17878657434085,84.10103944338759
267,Massachusetts,2021-01-05,1213,290,0.23907666941467437,0.23229371183226424,MA,4634.0,63.0,67.23246982990077,62.97180187420084
268,Massachusetts,2021-01-06,1371,167,0.12180889861415026,0.18890717672464505,MA,6851.0,102.0,99.39785300057065,79.26970313493742
269,Massachusetts,2021-01-07,1414,223,0.15770862800565771,0.17286473201149413,MA,7548.0,73.0,109.51028965819933,92.04687082955691
270,Massachusetts,2021-01-08,1182,236,0.1996615905245347,0.1597263723814476,MA,8120.0,76.0,117.809161635475,108.90576809808165
271,Massachusetts,2021-01-09,440,88,0.2,0.18579007284339752,MA,7414.0,89.0,107.56614832086598,111.62853320484676
272,Massachusetts,2021-01-10,509,96,0.18860510805500982,0.19608889952651487,MA,5656.0,77.0,82.06017465643254,102.47849487092451
