,state,date,cases,deaths,incidence,rolling_incidence,rolling_cases,rolling_deaths
10569,IL,2020-04-13,1173.0,78.0,9.995183056834122,,,
6357,IL,2020-04-14,1223.0,70.0,10.421235143165859,,,
6305,IL,2020-04-15,1345.0,81.0,11.460802439233703,,,
16861,IL,2020-04-16,1141.0,123.0,9.722509689064594,,,
16913,IL,2020-04-17,1844.0,60.0,15.71280268767319,,,
8229,IL,2020-04-18,1582.0,127.0,13.480289507537407,,,
8281,IL,2020-04-19,1197.0,31.0,10.199688078711915,11.570358657460114,1357.857142857143,81.42857142857143
4537,IL,2020-04-20,1156.0,59.0,9.850325329148745,11.549664696362202,1355.4285714285713,78.71428571428571
4485,IL,2020-04-21,1546.0,119.0,13.173531971335535,11.9428499575293,1401.5714285714287,85.71428571428571
19253,IL,2020-04-22,2048.0,97.0,17.45109539281708,12.798606093755495,1502.0,88.0
19305,IL,2020-04-23,1830.0,123.0,15.593508090261366,13.63732015106932,1600.4285714285713,88.0
30589,IL,2020-04-24,2721.0,107.0,23.185757111257487,14.70488506872422,1725.7142857142858,94.71428571428571
30537,IL,2020-04-25,2119.0,80.0,18.056089422548496,15.358570770868662,1802.4285714285713,88.0
9373,IL,2020-04-26,2126.0,58.0,18.115736721254507,16.48943486266046,1935.142857142857,91.85714285714286
9425,IL,2020-04-27,1980.0,50.0,16.871664491102365,17.49248331436812,2052.8571428571427,90.57142857142857
17745,IL,2020-04-28,2219.0,142.0,18.908193689776,18.31172070271676,2149.0,93.85714285714286
17797,IL,2020-04-29,2256.0,90.0,19.223472268650085,18.564917399264328,2178.714285714286,92.85714285714286
13533,IL,2020-04-30,2560.0,140.0,21.813869241021337,19.453540420801467,2283.0,95.28571428571429
2769,IL,2020-05-01,3137.0,102.0,26.730510862923495,19.959933813896612,2342.4285714285716,94.57142857142857
21281,IL,2020-05-02,2450.0,102.0,20.87655454707118,20.362857403114138,2389.714285714286,97.71428571428571
21229,IL,2020-05-03,2994.0,59.0,25.512001760788223,21.419466694476096,2513.714285714286,97.85714285714286
24349,IL,2020-05-04,2278.0,41.0,19.41093520744016,21.782219653952925,2556.285714285714,96.57142857142857
24401,IL,2020-05-05,2112.0,175.0,17.9964421238426,21.651969430248155,2541.0,101.28571428571429
15041,IL,2020-05-06,2343.0,140.0,19.964802981137836,21.757873817746404,2553.4285714285716,108.42857142857143
14989,IL,2020-05-07,2639.0,137.0,22.48703161213109,21.854039870762083,2564.714285714286,108.0
22841,IL,2020-05-08,2889.0,130.0,24.617292280199422,21.5521515018015,2529.285714285714,112.0
22789,IL,2020-05-09,2325.0,108.0,19.811424213036958,21.3999900255109,2511.4285714285716,112.85714285714286
11869,IL,2020-05-10,1656.0,57.0,14.110846665285749,19.77125358329626,2320.285714285714,112.57142857142857
11921,IL,2020-05-11,1266.0,53.0,10.787640023098788,18.539354271247493,2175.714285714286,114.28571428571429
28977,IL,2020-05-12,4014.0,142.0,34.20346528650771,20.854643294485363,2447.4285714285716,109.57142857142857
28925,IL,2020-05-13,1673.0,191.0,14.255704390714413,20.03905778156773,2351.714285714286,116.85714285714286
17641,IL,2020-05-14,3243.0,136.0,-27.724100150064714,12.866038958396903,2438.0,116.71428571428571
17693,IL,2020-05-15,2432.0,131.0,19.192190293723343,12.09102438890032,2372.714285714286,116.85714285714286
7189,IL,2020-05-16,2088.0,70.0,16.477505482440165,11.61475028452935,2338.8571428571427,111.42857142857143
7137,IL,2020-05-17,1734.0,48.0,13.68390541501492,11.553758677347803,2350.0,110.14285714285714
30069,IL,2020-05-18,2294.0,57.0,18.103159758964352,12.598832925328598,2496.8571428571427,110.71428571428571
30017,IL,2020-05-19,1545.0,145.0,12.192407073932031,9.454396037817787,2144.1428571428573,111.14285714285714
18473,IL,2020-05-20,2388.0,146.0,18.84496316669879,10.110004434386983,2246.285714285714,104.71428571428571
18525,IL,2020-05-21,2270.0,82.0,17.913763144223708,16.6296991907139,2107.285714285714,97.0
3601,IL,2020-05-22,2756.0,108.0,21.749044592722612,16.99496409057094,2153.5714285714284,93.71428571428571
3549,IL,2020-05-23,2352.0,75.0,18.560868244587823,17.29258734230632,2191.285714285714,94.42857142857143
7813,IL,2020-05-24,2508.0,66.0,19.79194624040224,18.165164603075937,2301.8571428571427,97.0
7865,IL,2020-05-25,1713.0,29.0,13.51818337711677,17.510167977097712,2218.8571428571427,93.0
